designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC  281,PacMan Nebula,IC   11,CL+Neb,CAS,7.4,-,4',00 53.0,+56 37,13.247291666666667,56.62188888888889,E+*
NGC  288,N/A,ESO 474-SC37,Glob CL,SCL,8.1,-,13.8',00 52.8,-26 35,13.197708333333333,-26.589888888888886,X
NGC  289,N/A,ESO 411-25,Galaxy,SCL,11,14,5.4',00 52.7,-31 12,13.1765,-31.20583333333333,SBbc
NGC  295,N/A,UGC   562,Galaxy,PSC,12.6,13.2,2.2',00 55.1,+31 33,14.8845,31.798055555555557,SBb
NGC  298,N/A,MCG - 1- 3- 33,Galaxy,CET,13.5,-,1.7',00 55.0,-07 20,13.759791666666665,-7.333083333333333,Sc
NGC  300,N/A,ESO 295-20,Galaxy,SCL,8.1,14.3,19.3',00 54.9,-37 41,13.722833333333334,-37.68438888888888,Scd
NGC  304,N/A,UGC   573,Galaxy,AND,13,12.6,1.1',00 56.1,+24 08,14.025083333333333,24.12688888888889,S pec
NGC  307,N/A,UGC   584,Galaxy,CET,12.8,12.8,1.6',00 56.5,-01 46,14.13575,-1.7719444444444443,SO
NGC  308,N/A,N/A,Star,CET,14,-,N/A,00 56.6,-01 47,14.142583333333333,-1.7839166666666666,N/A
NGC  309,N/A,MCG - 2- 3- 50,Galaxy,CET,11.9,14,3',00 56.7,-09 55,14.177750000000001,-9.913861111111112,SBc Ring
NGC  311,N/A,UGC   592,Galaxy,PSC,13,13.1,1.5',00 57.5,+30 17,14.386375000000001,30.280749999999998,SO
NGC  312,N/A,ESO 151- 6,Galaxy,PHE,13.4,-,1.4',00 56.3,-52 47,14.066375,-52.782694444444445,E
NGC  314,N/A,ESO 411-32,Galaxy,SCL,13.2,12.7,0.9',00 56.9,-31 58,14.218375,-31.96297222222222,SBO-a Ring
NGC  315,N/A,UGC   597,Galaxy,PSC,11.2,13.2,3',00 57.8,+30 21,14.453666666666667,30.352444444444444,E-SO
NGC  317B,N/A,NGC 317-2,Galaxy,AND,13.9,-,1.1',00 57.7,+43 47,14.425,43.78333333333333,SBbc
NGC  319,N/A,ESO 243-13,Galaxy,PHE,13.3,13,1',00 57.0,-43 50,14.24,-43.83877777777778,SB Ring
NGC  320,N/A,ESO 541- 3,Galaxy,CET,13.5,12.4,0.8',00 58.8,-20 50,14.693875,-20.840083333333332,SBO-a Ring
NGC  322,N/A,ESO 243-15,Galaxy,PHE,13.3,12.7,1.1',00 57.2,-43 44,14.291708333333332,-43.72708333333333,SO
NGC  323,N/A,ESO 151- 9,Galaxy,PHE,13.6,-,1',00 56.7,-52 59,14.173541666666667,-52.97591666666667,E
NGC  324,N/A,ESO 295-25,Galaxy,PHE,12.9,12.3,1.4',00 57.2,-40 58,14.311583333333333,-40.95911111111111,Sa
NGC  326,N/A,UGC   601;4Z 35,Galaxy,PSC,13.2,14,1.5',00 58.4,+26 52,14.594583333333334,26.86527777777778,E4p
NGC  327,N/A,MCG - 1- 3- 47,Galaxy,CET,13.4,13.3,1.5',00 57.9,-05 08,14.480666666666666,-5.130416666666666,Sbc
NGC  329,N/A,MCG - 1- 3- 48,Galaxy,CET,13.3,13.1,1.5',00 58.0,-05 04,14.506666666666668,-5.071222222222222,Sb
NGC  334,N/A,ESO 351-26,Galaxy,SCL,13.8,13.3,1.2',00 58.8,-35 07,14.707541666666668,-35.11602777777778,SBb
NGC  336,N/A,ESO 541- 2,Galaxy,CET,12,-,0.7',00 58.0,-18 23,14.511791666666667,-18.384333333333334,S pec
NGC  337,N/A,MCG - 1- 3- 53,Galaxy,CET,11.6,13.3,3',00 59.8,-07 35,14.958708333333332,-7.577972222222222,SBcd
NGC  337A,N/A,MCG - 1- 3- 65,Galaxy,CET,12.2,15.6,6.1',01 01.6,-07 35,15.399999999999999,-7.583333333333333,SBd
NGC  338,N/A,UGC   624,Galaxy,PSC,12.8,12.8,1.8',01 00.6,+30 40,15.151708333333335,30.668972222222223,Sab
NGC  340,N/A,MCG - 1- 3- 55,Galaxy,CET,14,-,0.9',01 00.6,-06 52,15.145333333333333,-6.866583333333333,Sb
NGC  341,N/A,NGC 341A,Galaxy,CET,13.7,-,1.2',01 00.8,-09 11,15.190958333333333,-9.185694444444445,SB Ring
NGC  341A,N/A,NGC  341,Galaxy,CET,13,-,1.2',01 00.8,-09 11,15.200000000000001,-9.183333333333334,SB Ring
NGC  343,N/A,N/A,Star,CET,14,-,N/A,00 58.4,-23 14,14.599708333333334,-23.22522222222222,N/A
NGC  345,N/A,MCG - 1- 3- 64,Galaxy,CET,13.5,-,1.2',01 01.4,-06 53,15.342083333333333,-6.884277777777777,Sa
NGC  349,N/A,MCG - 1- 3- 68,Galaxy,CET,13.5,-,1.2',01 01.8,-06 48,15.461458333333333,-6.799805555555555,E-SO
NGC  351,N/A,UGC   639,Galaxy,CET,13.2,13.1,1.5',01 02.0,-01 56,15.491,-1.93675,SBO-a
NGC  352,N/A,MCG - 1- 3- 71,Galaxy,CET,12.6,13.3,2.4',01 02.2,-04 15,15.538375000000004,-4.245472222222222,SBbc
NGC  353,N/A,UGC   641,Galaxy,CET,13.6,12.9,1.3',01 02.4,-01 57,15.602208333333335,-1.9588611111111112,SBab
NGC  354,N/A,UGC   645;Mrk 353,Galaxy,PSC,13.4,12.1,0.8',01 03.3,+22 21,15.818291666666669,22.342666666666666,SB/P
NGC  356,N/A,MCG - 1- 3- 78,Galaxy,CET,13.5,-,1.5',01 03.1,-06 59,15.779583333333335,-6.988361111111111,Sbc
NGC  357,N/A,MCG - 1- 3- 81,Galaxy,CET,12,13.4,2.5',01 03.4,-06 20,15.841166666666668,-6.339222222222222,SBO-a
NGC  359,N/A,UGC   662,Galaxy,CET,13.3,13.6,1.5',01 04.3,-00 46,16.070666666666668,-0.7649166666666667,E-SO
NGC  364,N/A,UGC   666,Galaxy,CET,13.1,13.6,1.4',01 04.7,-00 48,16.170125,-0.8027500000000001,SO
NGC  365,N/A,ESO 352- 1,Galaxy,SCL,13.5,12.8,1',01 04.3,-35 07,16.078000000000003,-35.12141666666667,SBbc
NGC  366,N/A,OCL  316,Opn CL,CAS,12,-,3',01 06.4,+62 14,16.608291666666666,62.22891666666667,II 3 p
NGC  368,N/A,ESO 243-23,Galaxy,PHE,13.6,12.7,0.7',01 04.4,-43 17,16.091833333333334,-43.27675,SBO-a
NGC  369,N/A,ESO 541-17,Galaxy,CET,13.8,13.3,1',01 05.1,-17 46,16.287125,-17.759194444444443,SBb
NGC  374,N/A,UGC   680,Galaxy,PSC,13.4,12.5,1.1',01 07.1,+32 48,16.774083333333333,32.79511111111111,Sa
NGC  378,N/A,ESO 412- 5,Galaxy,SCL,13.1,13.5,1.5',01 06.2,-30 11,16.550875,-30.17813888888889,SB Ring
NGC  379,N/A,UGC   683,Galaxy,PSC,12.9,12.8,1.4',01 07.3,+32 31,16.815375,32.52036111111111,SO
NGC  380,N/A,UGC   682,Galaxy,PSC,12.5,13.1,1.3',01 07.3,+32 29,16.823291666666666,32.48291666666667,E2
NGC  381,N/A,OCL  317,Opn CL,CAS,9.3,-,6',01 08.4,+61 35,17.075041666666664,61.58327777777778,III 2 p
NGC  382,N/A,UGC   688;Arp 331,Galaxy,PSC,13.2,12.3,0.9',01 07.4,+32 24,16.84945833333333,32.40386111111111,E0
NGC  383,N/A,UGC   689,Galaxy,PSC,12.4,13.1,2',01 07.4,+32 25,16.854,32.41255555555556,SO
NGC  384,N/A,UGC   686;Arp 331,Galaxy,PSC,13.1,13.1,1.1',01 07.4,+32 18,16.854583333333334,32.29244444444444,E3
NGC  385,N/A,UGC   687;Arp 331,Galaxy,PSC,13,12.9,1.1',01 07.5,+32 19,16.86354166666667,32.31952777777778,E-SO
NGC  389,N/A,UGC   703,Galaxy,AND,13.8,13,1.3',01 08.5,+39 42,17.124708333333334,39.69544444444444,Sa
NGC  391,N/A,UGC   693,Galaxy,CET,13.4,12.8,0.9',01 07.4,+00 56,16.844083333333334,0.9259444444444445,Elliptical
NGC  392,N/A,UGC   700,Galaxy,PSC,12.7,12.7,1.2',01 08.4,+33 08,17.09775,33.13361111111111,E-SO
NGC  393,N/A,UGC   707,Galaxy,AND,12.5,13.4,1.7',01 08.6,+39 39,17.153958333333332,39.644305555555555,E-SO
NGC  399,N/A,UGC   712,Galaxy,PSC,13.6,12.9,0.9',01 09.0,+32 38,17.246666666666666,32.63430555555556,SBa
NGC  403,N/A,UGC   715,Galaxy,PSC,12.5,12.6,1.8',01 09.2,+32 45,17.308999999999997,32.75213888888889,Sa
NGC  404,Mirach's Ghost,UGC   718,Galaxy,AND,10.3,12.8,4.3',01 09.4,+35 43,17.362583333333333,35.71813888888889,E0
NGC  407,N/A,UGC   730,Galaxy,PSC,13.4,12.9,1.8',01 10.6,+33 07,17.652333333333335,33.1265,Sa
NGC  409,N/A,ESO 352-12,Galaxy,SCL,13,13.3,1.3',01 09.6,-35 48,17.388416666666664,-35.805611111111105,Elliptical
NGC  410,N/A,UGC   735,Galaxy,PSC,11.5,12.7,2.3',01 11.0,+33 09,17.745416666666667,33.15188888888889,SB0
NGC  415,N/A,ESO 352-14,Galaxy,SCL,13.5,13.5,1.5',01 10.1,-35 29,17.52370833333333,-35.49077777777778,SBb
NGC  418,N/A,ESO 412- 9,Galaxy,SCL,12.6,13.8,2',01 10.6,-30 13,17.648416666666666,-30.221277777777775,SBc
NGC  420,N/A,UGC   752,Galaxy,PSC,12.1,13.5,2',01 12.2,+32 07,18.040208333333332,32.12316666666667,SO
NGC  423,N/A,ESO 412-11,Galaxy,SCL,13.4,12.1,1',01 11.4,-29 14,17.842541666666666,-29.234527777777778,Sa
NGC  424,N/A,ESO 296- 4,Galaxy,SCL,12.8,13.1,1.8',01 11.5,-38 05,17.865125000000003,-38.08347222222223,SBO-a Ring
NGC  425,N/A,UGC   758,Galaxy,AND,12.6,12.4,1',01 13.0,+38 46,18.26066666666667,38.76836111111111,S pec
NGC  426,N/A,UGC   760,Galaxy,CET,12.9,13.2,1.4',01 12.8,-00 17,18.20254166666667,-0.2901944444444444,Elliptical
NGC  428,N/A,UGC   763,Galaxy,CET,11.5,14.1,4',01 12.9,+00 59,18.232124999999996,0.9815555555555555,Scp
NGC  429,N/A,UGC   762,Galaxy,CET,13.4,12.3,1.4',01 13.0,-00 21,18.23925,-0.345,SO
NGC  430,N/A,UGC   765,Galaxy,CET,12.5,12.9,1.3',01 13.0,-00 15,18.249708333333334,-0.2525,Elliptical
NGC  431,N/A,UGC   776,Galaxy,AND,12.9,12.9,1.4',01 14.1,+33 42,18.51891666666667,33.70419444444445,SBO
NGC  433,N/A,OCL  319,Opn CL,CAS,9,-,2.5',01 15.2,+60 08,18.78858333333333,60.12577777777778,III 2 p
NGC  434,N/A,ESO 113-23,Galaxy,TUC,12,12.9,2.2',01 12.2,-58 15,18.058875,-58.247972222222224,SBab
NGC  436,N/A,OCL  320,Opn CL,CAS,8.8,-,6',01 16.0,+58 49,18.99075,58.81711111111112,I 3 m
NGC  437,N/A,UGC   788,Galaxy,PSC,12.8,13,1.3',01 14.4,+05 56,18.592875,5.9268888888888895,Sa
NGC  438,N/A,ESO 296- 7,Galaxy,SCL,12.8,13.1,1.4',01 13.6,-37 54,18.392333333333333,-37.90163888888889,SBb
NGC  439,N/A,ESO 412-18,Galaxy,SCL,11.5,12.8,2.5',01 13.8,-31 45,18.44691666666667,-31.74713888888889,E3
NGC  440,N/A,ESO 113-25,Galaxy,TUC,13.2,12.8,1.2',01 12.8,-58 17,18.202083333333334,-58.28227777777778,Sbc
NGC  441,N/A,ESO 412-19,Galaxy,SCL,12.7,13.1,1.4',01 13.9,-31 47,18.463583333333336,-31.788333333333334,SBO-a
NGC  442,N/A,UGC   789,Galaxy,CET,13.4,12.5,1',01 14.6,-01 01,18.661041666666666,-1.0206388888888889,Sa
NGC  443,N/A,IC 1653,Galaxy,PSC,13,12.3,0.8',01 15.1,+33 23,18.781625000000002,33.37733333333333,S
NGC  447,N/A,IC 1556,Galaxy,PSC,14,15.5,2.2',01 15.6,+33 04,18.906791666666667,33.06772222222222,SBO-a
NGC  448,N/A,UGC   801,Galaxy,CET,12.1,12.2,1.6',01 15.3,-01 38,18.818833333333334,-1.6261944444444445,E-SO
NGC  450,N/A,UGC   806,Galaxy,CET,11.5,13.5,3',01 15.5,-00 52,18.876833333333334,-0.8609722222222222,SBc
NGC  451,N/A,IC 1661,Galaxy,PSC,13.9,12.5,0.7',01 16.2,+33 04,19.051666666666666,33.06411111111111,Sc
NGC  452,N/A,UGC   820,Galaxy,PSC,12.6,13.2,2.5',01 16.3,+31 02,19.061791666666664,31.033833333333334,SBab
NGC  454,N/A,ESO 151-36,Galaxy,PHE,13.1,-,1.7',01 14.4,-55 24,18.593875,-55.398694444444445,S pec
NGC  455,N/A,UGC   815;Arp 164,Galaxy,PSC,12.6,13.4,2',01 16.0,+05 11,18.990166666666667,5.178694444444445,Pec
NGC  457,Dragonfly Cluster,OCL  321,Opn CL,CAS,6.4,-,13',01 19.5,+58 17,19.886041666666664,58.29069444444444,I 3 r
NGC  461,N/A,ESO 352-33,Galaxy,SCL,13.4,13.3,1.2',01 17.3,-33 51,19.336,-33.84088888888889,SBc
NGC  466,N/A,ESO 113-34,Galaxy,TUC,13.6,-,1.7',01 17.2,-58 55,19.305249999999997,-58.90994444444444,Sa
NGC  467,N/A,UGC   848,Galaxy,PSC,11.9,12.9,2',01 19.2,+03 18,19.792208333333335,3.3008333333333333,SO
NGC  470,N/A,UGC   858,Galaxy,PSC,11.8,13.4,2.9',01 19.7,+03 25,19.936874999999997,3.4099444444444442,Sb Ring
NGC  471,N/A,UGC   861,Galaxy,PSC,13.3,12.8,1',01 20.0,+14 47,19.998291666666667,14.786222222222221,SO
NGC  472,N/A,UGC   870,Galaxy,PSC,14,-,1.3',01 20.5,+32 42,20.119541666666667,32.70902777777778,Sa
NGC  473,N/A,UGC   859,Galaxy,PSC,12.5,13.1,1.9',01 19.9,+16 33,19.979458333333334,16.544694444444445,SBO-a
NGC  474,N/A,UGC   864,Galaxy,PSC,11.5,15.5,6.1',01 20.1,+03 25,20.027874999999998,3.415388888888889,SO Ring
NGC  477,N/A,UGC   886,Galaxy,AND,13,13.9,2.2',01 21.3,+40 29,20.334875,40.488194444444446,SBc
NGC  479,N/A,UGC   893,Galaxy,PSC,13.9,13.7,1.1',01 21.3,+03 52,20.315541666666668,3.862277777777778,Sbc Ring
NGC  481,N/A,MCG - 2- 4- 30,Galaxy,CET,14,-,1.7',01 21.2,-09 13,20.302125,-9.211222222222222,E-SO
NGC  482,N/A,ESO 296-13,Galaxy,PHE,13.7,13.7,2.2',01 20.3,-40 58,20.085083333333333,-40.96611111111111,Sab
NGC  483,N/A,UGC   906,Galaxy,PSC,13.1,12.3,0.7',01 21.9,+33 31,20.484583333333337,33.52097222222222,S
NGC  484,N/A,ESO 113-36,Galaxy,TUC,12.2,-,1.9',01 19.6,-58 32,19.89470833333333,-58.52430555555556,E-SO
NGC  485,N/A,UGC   895,Galaxy,PSC,13,12.9,1.8',01 21.5,+07 01,20.365000000000002,7.018083333333333,S pec
NGC  487,N/A,MCG - 3- 4- 56,Galaxy,CET,14,-,1.1',01 21.9,-16 22,20.47954166666667,-16.370361111111112,Sa
NGC  488,N/A,UGC   907,Galaxy,PSC,10.3,13.4,5.4',01 21.8,+05 15,20.445208333333333,5.256722222222222,Sb Ring
NGC  489,N/A,UGC   908,Galaxy,PSC,12.6,11.9,1.7',01 21.9,+09 12,20.474583333333335,9.206555555555555,S pec
NGC  491,N/A,ESO 352-53,Galaxy,SCL,12.5,12.8,1.4',01 21.3,-34 04,20.335125,-34.06327777777778,SBb
NGC  491A,N/A,ESO 352-46,Galaxy,SCL,13.8,14.3,1.9',01 20.1,-33 54,20.025,-33.9,SBd
NGC  493,N/A,UGC   914,Galaxy,CET,12.5,13.7,3.4',01 22.2,+00 57,20.537458333333333,0.9453611111111111,SBc
NGC  494,N/A,UGC   919,Galaxy,PSC,12.9,13.2,2',01 22.9,+33 10,20.730833333333333,33.17388888888889,Sab
NGC  495,N/A,UGC   920,Galaxy,PSC,12.9,12.9,1.2',01 22.9,+33 28,20.733333333333334,33.47166666666667,SBO-a
NGC  496,N/A,UGC   927,Galaxy,PSC,13.3,13.5,1.6',01 23.2,+33 32,20.798333333333332,33.52916666666667,Sbc
NGC  497,N/A,UGC   915;Arp 8,Galaxy,CET,13,13.5,2.1',01 22.4,-00 53,20.599083333333333,-0.8751944444444445,SBbc
NGC  499,N/A,IC 1686,Galaxy,PSC,12.1,12.8,1.7',01 23.2,+33 28,20.797916666666666,33.46055555555556,E-SO
NGC  502,N/A,UGC   922,Galaxy,PSC,12.8,12.9,1.1',01 22.9,+09 03,20.731416666666668,9.049194444444444,SO
NGC  504,N/A,UGC   935,Galaxy,PSC,13,12.6,1.7',01 23.5,+33 12,20.866249999999997,33.20444444444445,SO
NGC  505,N/A,UGC   924,Galaxy,PSC,13.8,13.1,0.9',01 23.0,+09 28,20.737916666666667,9.46888888888889,SO
NGC  507,N/A,UGC   938,Galaxy,PSC,11.2,13.5,4',01 23.7,+33 15,20.916291666666666,33.256055555555555,E-SO
NGC  508,N/A,UGC   939,Galaxy,PSC,13.1,13.6,1.3',01 23.7,+33 17,20.919166666666666,33.280277777777776,EO
NGC  509,N/A,UGC   932,Galaxy,PSC,13.4,13.2,1.3',01 23.4,+09 26,20.850375,9.433555555555555,SBO-a
NGC  511,N/A,UGC   936,Galaxy,PSC,13.7,14.1,1.2',01 23.5,+11 17,20.878041666666665,11.291,Elliptical
NGC  512,N/A,UGC   944,Galaxy,AND,13.2,12.4,1.6',01 24.0,+33 54,20.999166666666667,33.907777777777774,Sab
NGC  513,N/A,UGC   953,Galaxy,AND,12.9,11.1,0.7',01 24.4,+33 48,21.111874999999998,33.79944444444444,Sc
NGC  514,N/A,UGC   947,Galaxy,PSC,11.6,13.9,3.7',01 24.1,+12 55,21.01625,12.917388888888889,SBc
NGC  515,N/A,UGC   956,Galaxy,PSC,13,13.4,1.4',01 24.6,+33 28,21.160833333333333,33.47277777777778,SO
NGC  516,N/A,UGC   946,Galaxy,PSC,13.1,12.7,1.4',01 24.1,+09 33,21.033625,9.551694444444445,SBO-a
NGC  517,N/A,UGC   960,Galaxy,PSC,12.4,13,2',01 24.7,+33 26,21.182499999999997,33.42944444444444,SO
NGC  518,N/A,UGC   952,Galaxy,PSC,13.3,13.1,1.6',01 24.3,+09 20,21.073499999999996,9.330944444444444,Sab
NGC  520,N/A,UGC   966,Galaxy,PSC,11.4,13.6,3.7',01 24.6,+03 48,21.146125,3.7924166666666665,Sa
NGC  521,N/A,UGC   962,Galaxy,CET,11.7,14,3.3',01 24.6,+01 44,21.140749999999997,1.731388888888889,SBbc
NGC  522,N/A,UGC   970,Galaxy,PSC,12.9,13,2.8',01 24.8,+10 00,21.191041666666663,9.994638888888888,Sbc
NGC  523,N/A,NGC  537,Galaxy,AND,12.7,13.2,2.5',01 25.3,+34 01,21.336375,34.02494444444444,Sbc
NGC  524,N/A,UGC   968,Galaxy,PSC,10.3,12.3,3.2',01 24.8,+09 32,21.198833333333333,9.538833333333333,Sa
NGC  525,N/A,UGC   972,Galaxy,PSC,13.2,13.1,1.5',01 24.9,+09 42,21.22045833333333,9.703333333333333,SO
NGC  526B,N/A,ESO 352-66,Galaxy,SCL,14,-,0.8',01 23.9,-35 04,20.975,-35.06666666666667,SO
NGC  527,N/A,ESO 352-68,Galaxy,SCL,13,12.6,1.6',01 24.0,-35 07,20.992166666666666,-35.11505555555556,SBO-a
NGC  528,N/A,UGC   988,Galaxy,AND,12.5,13.1,1.7',01 25.6,+33 40,21.39,33.67166666666667,SO
NGC  529,N/A,UGC   955,Galaxy,AND,12.1,13.8,2.4',01 25.7,+34 43,21.418333333333337,34.71333333333334,E-SO
NGC  530,N/A,IC 1696; UGC  965,Galaxy,CET,13,12.3,1.5',01 24.7,-01 35,21.173541666666665,-1.5870833333333334,Sa
NGC  531,N/A,UGC  1012,Galaxy,AND,13.8,13.6,1.8',01 26.3,+34 45,21.57875,34.75388888888889,SBO-a
NGC  532,N/A,UGC   982,Galaxy,PSC,12.9,13.5,2.3',01 25.3,+09 16,21.32225,9.264111111111111,Sab
NGC  533,N/A,UGC   992,Galaxy,CET,11.4,13.8,3.9',01 25.5,+01 46,21.380666666666666,1.759111111111111,E2
NGC  534,N/A,ESO 296-21,Galaxy,SCL,13.4,13.3,1',01 24.7,-38 08,21.185958333333332,-38.129083333333334,SBO
NGC  535,N/A,UGC   997,Galaxy,CET,13.8,12.4,1',01 25.5,-01 25,21.37979166666667,-1.4081388888888888,Sa
NGC  536,N/A,UGC  1013,Galaxy,AND,12.4,13.4,3',01 26.4,+34 42,21.590750000000003,34.703027777777784,SBb
NGC  537,N/A,NGC  523,Galaxy,AND,13.5,-,2.5',01 25.3,+34 01,21.336375,34.02494444444444,Sbc
NGC  538,N/A,UGC   991,Galaxy,CET,13.7,12.8,1',01 25.4,-01 33,21.35854166666667,-1.550638888888889,Sab
NGC  539,N/A,NGC  563,Galaxy,CET,13.5,14.1,1.6',01 25.4,-18 10,21.340541666666667,-18.16386111111111,SBc
NGC  541,N/A,UGC  1004,Galaxy,CET,12.1,13.2,1.8',01 25.7,-01 23,21.434625,-1.3795833333333334,SO
NGC  543,N/A,MCG   0- 4-138,Galaxy,CET,13.1,10.9,0.6',01 25.8,-01 18,21.458291666666668,-1.2928055555555555,E6
NGC  544,N/A,ESO 296-24,Galaxy,SCL,13.4,13.3,1.2',01 25.2,-38 06,21.300125,-38.09452777777778,E-SO Bar
NGC  545,N/A,UGC  1007,Galaxy,CET,12.2,13.5,2.6',01 26.0,-01 20,21.496333333333332,-1.3402222222222222,SO
NGC  546,N/A,ESO 296-25,Galaxy,SCL,13.6,13.2,1.4',01 25.2,-38 04,21.303375000000003,-38.06908333333334,SBb
NGC  547,N/A,UGC  1009,Galaxy,CET,12.2,12.7,1.9',01 26.0,-01 21,21.502625000000002,-1.3451666666666666,Elliptical
NGC  548,N/A,UGC  1010,Galaxy,CET,13.7,13.2,0.9',01 26.0,-01 14,21.510458333333332,-1.2256111111111112,Elliptical
NGC  549,N/A,N/A,Galaxy,SCL,13.5,13.3,0.5',01 25.1,-38 00,21.279500000000002,-38.00775,Compact
NGC  550,N/A,UGC  1021,Galaxy,CET,12.7,12.5,1.4',01 26.7,+02 01,21.677291666666665,2.022361111111111,Sa
NGC  551,N/A,UGC  1034,Galaxy,AND,12.7,12.9,1.8',01 27.7,+37 11,21.919416666666667,37.182916666666664,SBbc
NGC  557,N/A,IC 1703,Galaxy,CET,13.5,13.5,1.4',01 26.4,-01 38,21.604791666666667,-1.6387222222222222,SBO-a
NGC  559,N/A,OCL  322,Opn CL,CAS,9.5,-,4.4',01 29.5,+63 19,22.388208333333335,63.30144444444444,II 2 m
NGC  560,N/A,UGC  1036,Galaxy,CET,13,12.9,1.9',01 27.4,-01 55,21.855916666666666,-1.912972222222222,SO
NGC  561,N/A,UGC  1048,Galaxy,AND,12.9,13.7,1.6',01 28.3,+34 18,22.078166666666668,34.308638888888886,SBa
NGC  562,N/A,UGC  1049,Galaxy,AND,13.3,13.4,1.3',01 28.5,+48 23,22.121916666666667,48.38708333333333,Sc
NGC  563,N/A,NGC  539,Galaxy,CET,13.3,13.1,1.6',01 25.4,-18 10,21.340541666666667,-18.16386111111111,SBc
NGC  564,N/A,UGC  1044,Galaxy,CET,12.5,13.1,1.3',01 27.8,-01 53,21.950875,-1.879527777777778,E2
NGC  565,N/A,UGC  1052,Galaxy,CET,13.5,12.6,1.3',01 28.2,-01 18,22.04241666666667,-1.3060277777777778,Sa
NGC  566,N/A,UGC  1058,Galaxy,PSC,13.5,12.9,1.6',01 29.0,+32 20,22.262333333333334,32.33225,SO
NGC  567,N/A,MCG - 2- 4- 53,Galaxy,CET,14,-,1',01 27.0,-10 16,21.759999999999998,-10.26525,SO
NGC  568,N/A,IC 1709,Galaxy,SCL,12.6,13.7,2.2',01 27.9,-35 43,21.987541666666665,-35.71769444444445,E-SO
NGC  569,N/A,UGC  1063,Galaxy,PSC,13.6,12.7,1',01 29.1,+11 08,22.279833333333332,11.131472222222223,Sbc
NGC  570,N/A,UGC  1061,Galaxy,CET,12.8,13.3,1.6',01 29.0,-00 57,22.244333333333334,-0.9490000000000001,SBa
NGC  571,N/A,UGC  1069,Galaxy,PSC,13.6,14,1.3',01 29.9,+32 30,22.48325,32.501333333333335,S pec
NGC  573,N/A,UGC  1078,Galaxy,AND,13.1,10.9,0.4',01 30.8,+41 15,22.705625,41.257305555555554,Pec
NGC  574,N/A,ESO 353- 6,Galaxy,SCL,13.3,13,1.1',01 29.1,-35 36,22.262833333333337,-35.59891666666667,SBb
NGC  575,N/A,IC 1710,Galaxy,PSC,12.8,13.7,1.7',01 30.8,+21 26,22.694333333333333,21.440416666666668,SBc
NGC  577,N/A,NGC  580,Galaxy,CET,12.9,13.8,1.9',01 30.7,-02 00,22.669625,-1.9943611111111113,SBa
NGC  578,N/A,ESO 476-15,Galaxy,CET,10.9,13.7,4.8',01 30.5,-22 40,22.621208333333335,-22.667361111111113,SBc
NGC  579,N/A,UGC  1089,Galaxy,TRI,13.3,13.3,1.1',01 31.8,+33 37,22.943708333333333,33.61555555555556,Sc
NGC  580,N/A,NGC  577,Galaxy,CET,13.9,-,1.9',01 30.7,-02 00,22.669625,-1.9943611111111113,SBa
NGC  582,N/A,UGC  1094,Galaxy,TRI,13.2,13.3,2.2',01 32.0,+33 29,22.991874999999997,33.47652777777778,SBb
NGC  584,N/A,IC 1712;H I 100,Galaxy,CET,10.5,12.9,3.3',01 31.3,-06 52,22.836458333333333,-6.868055555555556,E4
NGC  585,N/A,UGC  1092,Galaxy,CET,13.1,13,2.2',01 31.7,-00 56,22.925583333333332,-0.9333055555555555,Sa
NGC  586,N/A,MCG - 1- 5-  1,Galaxy,CET,13.2,13.2,1.7',01 31.6,-06 54,22.903541666666666,-6.89375,Sa
NGC  587,N/A,IC 1713,Galaxy,TRI,12.8,13.3,2.2',01 32.6,+35 21,23.138875,35.358583333333335,SBb
NGC  588,N/A,N/A,Neb+Gx,TRI,-,-,0.7',01 32.8,+30 39,23.19141666666666,30.64752777777778,E+*
NGC  589,N/A,MCG - 2- 5-  4,Galaxy,CET,14,-,1.1',01 32.7,-12 03,23.166416666666667,-12.042694444444445,Sa
NGC  590,N/A,UGC  1109,Galaxy,AND,12.9,14.1,2.6',01 33.7,+44 56,23.4205,44.92869444444444,SBO-a
NGC  591,N/A,UGC  1111,Galaxy,AND,12.9,13,1.3',01 33.5,+35 40,23.38029166666667,35.66825,SBO-a
NGC  592,N/A,N/A,Neb+Gx,TRI,-,-,0.3',01 33.2,+30 39,23.298708333333334,30.644944444444445,E+*
NGC  593,N/A,MCG - 2- 5-  3,Galaxy,CET,14,-,1.2',01 32.3,-12 21,23.086499999999997,-12.354444444444445,SO
NGC  594,N/A,MCG - 3- 5-  5,Galaxy,CET,14,-,1.4',01 33.0,-16 32,23.237125,-16.536,Sbc
NGC  595,N/A,N/A,Neb+Gx,TRI,-,-,0.5',01 33.6,+30 42,23.390958333333334,30.691555555555556,E+*
NGC  596,N/A,MCG - 1- 5-  5,Galaxy,CET,10.9,13,2.8',01 32.9,-07 02,23.217,-7.031833333333333,E2
NGC  597,N/A,ESO 353-11,Galaxy,SCL,13.1,13.6,1.4',01 32.2,-33 30,23.061874999999997,-33.497083333333336,SBbc
NGC  599,N/A,MCG - 2- 5-  5,Galaxy,CET,13,-,1.4',01 32.9,-12 11,23.22408333333333,-12.19125,E-SO
